sample_key, instrument
120894_172800, accordion
120905_368640, piano
120909_53760, piano
120912_399360, piano
120914_119040, flute
121165_3840, guitar
121202_23040, mallet_percussion
121205_126720, voice
121260_364800, saxophone
121266_341760, mallet_percussion
121272_3840, organ
121274_264960, mallet_percussion
121278_15360, organ
121287_111360, ukulele
121288_134400, bass
121291_625920, flute
121292_72960, trombone
121300_7680, cello
121338_26880, drums
121343_92160, flute
121347_157440, organ
121352_119040, banjo
121355_80640, mandolin
121359_445440, piano
121374_88320, mallet_percussion
121375_46080, accordion
121395_34560, organ
121400_0, flute
121436_7680, ukulele
121439_80640, flute
121462_53760, cymbals
121468_203520, guitar
121471_192000, guitar
121475_96000, piano
121479_42240, voice
121500_42240, synthesizer
121510_53760, organ
121538_15360, saxophone
121540_19200, accordion
121542_23040, accordion
121543_3840, accordion
121552_69120, saxophone
121555_69120, cymbals
121561_172800, piano
121567_65280, synthesizer
121610_19200, mallet_percussion
121612_19200, mallet_percussion
121613_23040, mallet_percussion
121614_7680, accordion
121626_7680, flute
121634_72960, guitar
121641_3840, mallet_percussion
121656_30720, bass
121659_7680, cello
121662_11520, bass
121681_99840, organ
121707_138240, flute
121714_107520, guitar
121715_464640, trombone
121716_337920, ukulele
121730_46080, cello
121732_84480, cello
121751_23040, synthesizer
121773_7680, violin
121776_19200, voice
121788_111360, banjo
121793_184320, cymbals
121797_19200, cello
121799_7680, mallet_percussion
121828_433920, accordion
121854_99840, violin
121855_99840, violin
121856_11520, violin
121865_34560, violin
121869_0, cymbals
121872_153600, mallet_percussion
121879_103680, voice
121882_34560, mallet_percussion
121929_153600, organ
121940_19200, mallet_percussion
121978_134400, cello
121988_115200, accordion
121996_30720, banjo
122003_119040, guitar
122012_168960, mallet_percussion
122026_69120, bass
122043_126720, mallet_percussion
122065_145920, banjo
122118_30720, drums
122131_57600, drums
122153_138240, saxophone
122155_99840, voice
122195_7680, piano
122201_165120, bass
122204_222720, bass
122216_7680, flute
122242_84480, voice
122261_526080, piano
122267_180480, cello
122285_257280, drums
122293_119040, saxophone
122329_42240, cello
122391_126720, organ
122423_126720, cymbals
122463_11520, cymbals
122499_34560, banjo
122506_153600, violin
122518_215040, accordion
122530_111360, flute
122533_53760, organ
122536_268800, cymbals
122557_207360, cello
122560_15360, flute
122567_10187520, flute
122572_15360, bass
122588_11520, piano
122594_449280, cello
122598_61440, ukulele
122610_195840, cymbals
122614_34560, cello
122621_280320, guitar
122656_0, piano
122657_245760, organ
122659_368640, organ
122661_122880, violin
122662_26880, bass
122666_3840, ukulele
122672_549120, accordion
122681_195840, saxophone
122682_99840, saxophone
122683_46080, saxophone
122684_111360, bass
122785_115200, flute
122789_99840, cello
122796_307200, violin
122829_887040, organ
122830_7680, synthesizer
122902_184320, piano
122938_199680, mallet_percussion
122946_7680, cymbals
122957_614400, drums
122958_38400, mallet_percussion
122962_771840, banjo
122964_15360, bass
122977_157440, saxophone
123050_92160, accordion
123162_142080, voice
123169_3840, cello
123195_15360, violin
123208_49920, voice
123225_184320, saxophone
123230_15360, ukulele
123233_72960, ukulele
123234_138240, ukulele
123255_353280, mallet_percussion
123261_268800, organ
123263_130560, guitar
123265_115200, guitar
123289_103680, mandolin
123311_49920, ukulele
123340_349440, mallet_percussion
123347_34560, flute
123368_65280, saxophone
123369_172800, bass
123479_145920, accordion
123485_103680, cello
123497_7680, synthesizer
123508_130560, trombone
123523_130560, piano
123565_99840, guitar
123583_11520, synthesizer
123637_19200, piano
123675_184320, synthesizer
123697_3840, banjo
123705_111360, voice
123714_53760, piano
123731_134400, violin
123754_61440, organ
123755_288000, voice
123761_96000, piano
123767_583680, guitar
123768_38400, guitar
123772_23040, mandolin
123774_115200, voice
123783_384000, banjo
123827_318720, saxophone
123840_176640, saxophone
123850_76800, ukulele
123870_142080, violin
123883_3840, trombone
123890_23040, mallet_percussion
123895_53760, bass
123906_0, cello
123926_53760, violin
123947_107520, piano
123960_184320, banjo
123962_149760, organ
123996_119040, accordion
124013_833280, mandolin
124015_15360, trombone
124042_172800, cello
124049_172800, trombone
124055_115200, accordion
124057_195840, banjo
124059_115200, banjo
124061_142080, organ
124087_53760, accordion
124140_99840, cymbals
124141_88320, cymbals
124149_161280, violin
124153_180480, accordion
124154_142080, violin
124177_122880, piano
124231_176640, violin
124255_157440, bass
124256_249600, flute
124265_203520, violin
124266_7680, violin
124272_103680, violin
124274_30720, flute
124288_46080, violin
124317_165120, saxophone
124328_19200, drums
124335_19200, mallet_percussion
124341_453120, cello
124348_184320, voice
124357_295680, flute
124409_19200, flute
124410_311040, drums
124436_134400, violin
124489_30720, saxophone
124519_38400, organ
124520_249600, banjo
124522_284160, banjo
124534_34560, drums
124539_7680, drums
124551_353280, accordion
124561_7680, cymbals
124568_142080, voice
124578_1651200, mallet_percussion
124581_810240, accordion
124584_360960, banjo
124615_514560, piano
124620_437760, accordion
124622_257280, violin
124695_0, mallet_percussion
124700_57600, voice
124744_107520, voice
124769_157440, drums
124772_99840, mallet_percussion
124784_49920, flute
124797_115200, piano
124811_49920, flute
124812_15360, violin
124830_38400, mandolin
124842_115200, bass
124847_149760, banjo
124856_96000, mallet_percussion
124872_72960, organ
124873_138240, cello
124886_161280, voice
124918_115200, trumpet
124960_280320, drums
124969_26880, flute
124971_134400, saxophone
125011_72960, flute
125035_207360, organ
125046_84480, flute
125076_99840, cymbals
125077_122880, saxophone
125119_11520, trumpet
125122_65280, voice
125137_15360, mandolin
125149_299520, accordion
125213_126720, saxophone
125215_0, saxophone
125220_330240, voice
125221_280320, piano
125233_96000, ukulele
125234_180480, mallet_percussion
125239_65280, voice
125312_264960, saxophone
125316_57600, organ
125336_76800, trombone
125368_211200, accordion
125373_168960, organ
125379_122880, voice
125413_3840, ukulele
125418_149760, saxophone
125419_99840, voice
125532_238080, accordion
125564_288000, synthesizer
125613_145920, mallet_percussion
125620_126720, trombone
125622_161280, mallet_percussion
125629_360960, mallet_percussion
125630_0, mallet_percussion
125633_57600, trombone
125664_215040, mallet_percussion
125680_280320, mallet_percussion
125693_122880, flute
125705_7680, trombone
125712_963840, cymbals
125716_840960, accordion
125810_72960, mallet_percussion
125819_7680, mallet_percussion
125821_0, mallet_percussion
125822_0, violin
125828_15360, mallet_percussion
125829_11520, mallet_percussion
125841_72960, drums
125845_645120, drums
125848_145920, mallet_percussion
125849_46080, flute
125854_69120, mallet_percussion
125861_153600, drums
125875_26880, ukulele
126014_138240, ukulele
126043_115200, saxophone
126062_261120, synthesizer
126063_199680, synthesizer
126064_172800, organ
126065_272640, synthesizer
126077_42240, banjo
126088_357120, mallet_percussion
126094_161280, cymbals
126108_38400, violin
126110_80640, violin
126113_38400, saxophone
126138_142080, violin
126140_145920, piano
126148_15360, guitar
126175_30720, saxophone
126176_61440, voice
126187_203520, cello
126191_307200, flute
126215_46080, ukulele
126216_26880, piano
126219_184320, piano
126223_126720, banjo
126300_38400, bass
126331_199680, saxophone
126332_46080, flute
126357_153600, voice
126371_53760, mallet_percussion
126377_199680, cymbals
126387_49920, cymbals
126397_188160, organ
126405_34560, voice
126410_153600, bass
126417_130560, trombone
126419_207360, cymbals
126424_76800, organ
126433_84480, ukulele
126434_145920, saxophone
126436_115200, saxophone
126438_88320, saxophone
126456_295680, voice
126506_49920, synthesizer
126515_476160, flute
126522_238080, organ
126554_257280, cello
126556_134400, organ
126557_15360, trombone
126570_257280, trombone
126583_284160, ukulele
126591_280320, accordion
126597_165120, voice
126598_437760, bass
126629_257280, mallet_percussion
126675_92160, cymbals
126692_161280, bass
126704_134400, cello
126712_165120, cello
126718_46080, mallet_percussion
126725_0, clarinet
126757_222720, banjo
126793_115200, banjo
126868_165120, flute
126870_65280, violin
126878_53760, ukulele
126879_99840, ukulele
126882_142080, mallet_percussion
126886_3840, mallet_percussion
126889_15360, accordion
126892_11520, mallet_percussion
126903_295680, cello
126922_88320, trumpet
126925_107520, cymbals
126961_88320, voice
126968_238080, drums
126979_84480, cello
126991_153600, cello
126992_0, piano
127010_84480, ukulele
127027_195840, drums
127030_157440, cello
127032_119040, guitar
127072_126720, trombone
127110_57600, piano
127112_149760, piano
127115_61440, piano
127116_42240, piano
127118_30720, piano
127141_230400, mallet_percussion
127181_3840, trumpet
127185_49920, saxophone
127186_149760, organ
127207_0, ukulele
127230_26880, cello
127261_11520, piano
127267_30720, bass
127308_119040, mallet_percussion
127339_253440, saxophone
127381_430080, mallet_percussion
127383_433920, synthesizer
127388_3840, synthesizer
127408_172800, trombone
127428_433920, voice
127433_96000, saxophone
127437_130560, saxophone
127442_134400, saxophone
127465_38400, synthesizer
127468_303360, mallet_percussion
127475_372480, voice
127476_138240, mallet_percussion
127484_115200, voice
127502_322560, saxophone
127523_245760, piano
127527_134400, piano
127528_19200, piano
127530_126720, organ
127615_15360, guitar
127617_34560, piano
127618_103680, ukulele
127621_115200, violin
127625_34560, guitar
127628_76800, mallet_percussion
127629_230400, mallet_percussion
127632_34560, guitar
127664_115200, cymbals
127669_76800, mallet_percussion
127674_775680, cello
127702_119040, guitar
127706_0, guitar
127709_157440, saxophone
127726_215040, ukulele
127729_96000, organ
127779_176640, voice
127787_161280, violin
127835_199680, saxophone
127863_46080, clarinet
127864_84480, guitar
127886_61440, cello
127898_3840, piano
127926_126720, violin
127932_19200, violin
127943_145920, flute
127946_111360, bass
127956_529920, saxophone
127997_3840, piano
128002_7680, piano
128003_122880, cymbals
128160_153600, banjo
128169_456960, banjo
128194_26880, ukulele
128293_15360, accordion
128296_99840, flute
128298_0, saxophone
128458_53760, cello
128462_61440, violin
128472_53760, saxophone
128484_53760, voice
128512_161280, violin
128515_238080, guitar
128523_72960, bass
128526_88320, guitar
128554_284160, flute
128572_211200, cello
128574_19200, banjo
128579_276480, cymbals
128581_245760, accordion
128582_80640, drums
128586_288000, saxophone
128588_72960, voice
128591_30720, cello
128598_107520, bass
128599_280320, drums
128615_84480, cymbals
128617_145920, cello
128630_176640, cello
128631_456960, cello
128637_57600, ukulele
128639_272640, violin
128693_729600, voice
128697_49920, organ
128752_72960, synthesizer
128755_0, trombone
128761_119040, ukulele
128763_46080, banjo
128772_1006080, flute
128774_1036800, cello
128789_23040, cello
128796_34560, accordion
128816_126720, cello
128821_84480, voice
128838_30720, accordion
128894_69120, saxophone
128903_199680, guitar
128905_433920, saxophone
128907_103680, saxophone
128943_1509120, mallet_percussion
128947_291840, cymbals
128960_195840, mallet_percussion
128962_272640, flute
128963_19200, trombone
128981_30720, organ
128987_122880, organ
128988_49920, saxophone
128997_15360, guitar
129004_180480, piano
129009_165120, organ
129023_218880, accordion
129030_76800, accordion
129068_76800, accordion
129069_30720, organ
129099_241920, banjo
129128_142080, cello
129134_126720, voice
129148_61440, saxophone
129185_11520, mallet_percussion
129188_69120, bass
129190_96000, guitar
129209_76800, accordion
129232_207360, bass
129253_253440, mallet_percussion
129262_49920, guitar
129263_506880, accordion
129265_84480, guitar
129327_168960, accordion
129333_126720, accordion
129336_84480, accordion
129338_184320, accordion
129339_153600, accordion
129383_115200, guitar
129394_514560, cello
129402_0, organ
129404_15360, cymbals
129474_119040, saxophone
129480_99840, cymbals
129486_111360, saxophone
129487_111360, cymbals
129490_130560, cymbals
129518_161280, organ
129563_3840, ukulele
129606_34560, flute
129624_19200, flute
129636_26880, accordion
129639_130560, accordion
129643_26880, cello
129645_115200, bass
129650_88320, cello
129659_0, piano
129660_195840, banjo
129667_122880, bass
129669_1109760, organ
129679_134400, saxophone
129727_30720, saxophone
129729_314880, cello
129743_111360, mallet_percussion
129804_11520, mallet_percussion
129816_172800, accordion
129832_0, synthesizer
129861_433920, clarinet
129863_399360, banjo
129875_253440, drums
129879_84480, accordion
129881_34560, ukulele
129885_345600, cymbals
129929_130560, cymbals
129992_199680, organ
130009_433920, mallet_percussion
130025_107520, cymbals
130066_138240, guitar
130077_222720, cello
130091_57600, saxophone
130132_99840, organ
130134_172800, flute
130135_261120, mallet_percussion
130162_103680, cymbals
130203_453120, flute
130205_353280, flute
130206_195840, cymbals
130230_26880, voice
130233_15360, drums
130244_384000, drums
130287_138240, synthesizer
130346_330240, voice
130405_57600, violin
130406_334080, mallet_percussion
130474_69120, mallet_percussion
130487_3840, bass
130497_119040, accordion
130566_238080, accordion
130628_3840, flute
130634_272640, organ
130636_34560, piano
130637_26880, cello
130656_34560, cymbals
130724_168960, organ
130727_92160, violin
130732_111360, ukulele
130802_188160, mallet_percussion
130811_399360, trumpet
130824_0, guitar
130864_49920, synthesizer
130927_165120, violin
130939_96000, guitar
130943_115200, mandolin
130986_391680, cymbals
130988_42240, cello
130997_238080, synthesizer
131082_34560, guitar
131092_80640, drums
131095_0, bass
131099_145920, piano
131165_92160, cymbals
131171_168960, cymbals
131191_403200, organ
131193_80640, cymbals
131212_80640, accordion
131313_23040, mandolin
131326_134400, mallet_percussion
131332_7680, cymbals
131345_384000, bass
131358_203520, cymbals
131359_349440, flute
131360_495360, synthesizer
131361_672000, cymbals
131364_460800, organ
131366_69120, guitar
131387_430080, bass
131408_691200, saxophone
131441_76800, bass
131476_176640, piano
131495_107520, drums
131512_337920, cymbals
131513_72960, cymbals
131542_61440, banjo
131572_96000, guitar
131607_752640, cello
131636_157440, synthesizer
131651_96000, cymbals
131661_42240, saxophone
131663_168960, piano
131665_3840, saxophone
131732_280320, violin
131753_11520, piano
131754_76800, guitar
131756_7680, piano
131757_23040, saxophone
131758_3840, piano
131759_11520, piano
131767_38400, synthesizer
131770_253440, synthesizer
131872_15360, guitar
131880_119040, trombone
131884_115200, banjo
131909_76800, bass
131912_84480, cello
131927_92160, cymbals
131963_199680, flute
132047_142080, mandolin
132051_0, accordion
132085_115200, bass
132139_122880, accordion
132187_115200, ukulele
132192_706560, trombone
132197_353280, trombone
132201_11520, saxophone
132216_161280, flute
132217_153600, flute
132269_7680, flute
132276_195840, flute
132280_69120, piano
132281_11520, organ
132313_80640, saxophone
132317_203520, piano
132322_199680, piano
132365_138240, violin
132372_15360, bass
132395_195840, mandolin
132405_165120, saxophone
132441_7680, piano
132446_445440, mallet_percussion
132449_3840, mallet_percussion
132453_38400, piano
132470_134400, ukulele
132503_0, flute
132504_184320, organ
132551_261120, organ
132560_184320, bass
132591_107520, flute
132594_38400, flute
132610_3840, mallet_percussion
132657_675840, cello
132661_729600, accordion
132693_157440, flute
132701_257280, ukulele
132727_76800, piano
132735_96000, synthesizer
132756_11520, mallet_percussion
132776_46080, cello
132785_72960, accordion
132795_84480, accordion
132831_261120, organ
132832_65280, cello
132833_53760, trombone
132850_261120, violin
132852_134400, cymbals
132853_157440, cello
132856_57600, ukulele
132857_11520, flute
132866_92160, mallet_percussion
132906_7680, violin
132917_192000, accordion
132923_180480, cello
132924_107520, mallet_percussion
132925_11520, mallet_percussion
132933_19200, mallet_percussion
132949_245760, voice
132950_203520, flute
132971_23040, saxophone
132975_99840, saxophone
132987_672000, cymbals
132999_184320, flute
133013_1032960, synthesizer
133065_122880, bass
133093_153600, voice
133169_11520, flute
133211_126720, guitar
133249_111360, clarinet
133261_34560, synthesizer
133302_130560, bass
133303_57600, flute
133310_111360, clarinet
133326_145920, mallet_percussion
133329_49920, cello
133349_107520, organ
133412_115200, trombone
133436_103680, organ
133439_69120, trombone
133459_99840, organ
133556_19200, flute
133563_126720, violin
133576_0, guitar
133593_72960, piano
133597_0, mallet_percussion
133633_157440, violin
133713_19200, piano
133718_134400, piano
133720_84480, piano
133721_211200, violin
133729_380160, flute
133731_115200, voice
133736_153600, violin
133756_103680, piano
133775_69120, flute
133797_26880, banjo
133800_42240, banjo
133801_115200, violin
133803_69120, violin
133814_192000, clarinet
133816_157440, flute
133819_99840, mallet_percussion
133820_38400, organ
133821_122880, drums
133851_848640, mallet_percussion
133898_245760, ukulele
133962_203520, guitar
133976_11520, cello
133994_192000, mallet_percussion
133995_149760, saxophone
133996_92160, saxophone
134011_207360, drums
134020_426240, accordion
134021_119040, flute
134057_230400, guitar
134065_195840, synthesizer
134067_7680, accordion
134087_103680, voice
134088_3840, mallet_percussion
134097_168960, cymbals
134102_11520, drums
134142_430080, saxophone
134144_7680, organ
134145_222720, banjo
134151_422400, organ
134158_84480, accordion
134239_11520, bass
134247_72960, flute
134260_49920, drums
134296_38400, mallet_percussion
134305_7680, ukulele
134306_80640, organ
134352_34560, flute
134388_122880, mallet_percussion
134405_142080, organ
134445_222720, organ
134456_936960, organ
134479_34560, cello
134480_115200, trombone
134481_30720, piano
134490_65280, banjo
134517_38400, voice
134521_119040, violin
134541_380160, mallet_percussion
134543_1716480, flute
134555_3840, guitar
134580_30720, cello
134589_138240, saxophone
134602_172800, banjo
134604_65280, voice
134612_107520, saxophone
134642_119040, flute
134673_23040, violin
134675_3840, piano
134692_172800, cello
134708_3840, synthesizer
134724_226560, mallet_percussion
134743_72960, piano
134790_23040, clarinet
134796_142080, ukulele
134802_80640, banjo
134834_168960, bass
134894_42240, piano
134898_257280, cymbals
134899_84480, ukulele
134900_215040, guitar
134943_291840, violin
134946_115200, clarinet
134955_230400, trumpet
134956_69120, banjo
134974_96000, trombone
134979_92160, guitar
134987_61440, mallet_percussion
134993_99840, piano
135008_57600, banjo
135028_53760, ukulele
135031_168960, ukulele
135034_142080, accordion
135037_249600, accordion
135038_23040, accordion
135043_34560, violin
135062_69120, flute
135091_72960, mallet_percussion
135103_230400, organ
135109_157440, drums
135242_0, synthesizer
135260_3840, mandolin
135362_46080, piano
135364_0, flute
135399_65280, violin
135437_30720, synthesizer
135439_96000, synthesizer
135441_126720, organ
135484_184320, saxophone
135574_115200, voice
135672_65280, flute
135712_42240, organ
135715_65280, organ
135760_1616640, cello
135770_307200, drums
135780_1182720, piano
135896_1194240, cymbals
135946_145920, organ
135956_61440, guitar
135973_61440, cymbals
135978_280320, saxophone
135980_61440, saxophone
136001_176640, banjo
136033_311040, mallet_percussion
136043_303360, cello
136067_99840, flute
136068_96000, organ
136072_19200, cello
136078_57600, cello
136079_368640, cello
136080_195840, flute
136081_61440, cello
136083_476160, clarinet
136086_42240, piano
136088_7680, piano
136089_15360, piano
136092_7680, cymbals
136098_49920, cymbals
136102_241920, saxophone
136135_157440, voice
136143_92160, flute
136181_84480, banjo
136196_92160, synthesizer
136224_172800, cymbals
136268_199680, violin
136272_61440, flute
136415_53760, violin
136429_249600, cymbals
136449_176640, saxophone
136455_226560, drums
136462_326400, guitar
136481_80640, bass
136491_19200, cymbals
136499_115200, organ
136537_176640, saxophone
136539_119040, saxophone
136595_34560, accordion
136627_0, mallet_percussion
136641_134400, bass
136660_49920, accordion
136662_19200, mallet_percussion
136679_30720, mallet_percussion
136687_199680, saxophone
136693_3840, piano
136698_203520, guitar
136721_364800, mallet_percussion
136722_387840, flute
136784_49920, guitar
136785_138240, cello
136792_23040, ukulele
136839_157440, organ
136875_261120, flute
136883_76800, flute
136900_38400, mallet_percussion
136903_142080, ukulele
136929_372480, synthesizer
136933_119040, bass
136938_614400, mallet_percussion
136941_103680, banjo
136949_311040, ukulele
136970_299520, accordion
137057_610560, organ
137073_84480, piano
137076_142080, cymbals
137083_30720, violin
137091_330240, bass
137146_387840, piano
137147_49920, piano
137164_61440, bass
137175_3840, flute
137213_314880, mallet_percussion
137240_42240, organ
137321_771840, cymbals
137341_464640, flute
137349_1240320, cello
137357_192000, banjo
137376_49920, mallet_percussion
137378_122880, mandolin
137405_11520, accordion
137411_230400, trombone
137412_69120, violin
137414_23040, guitar
137448_122880, guitar
137451_19200, organ
137455_184320, flute
137467_57600, cello
137481_280320, bass
137487_65280, trombone
137523_203520, organ
137525_134400, flute
137526_399360, flute
137535_11520, mallet_percussion
137562_284160, ukulele
137601_253440, voice
137602_291840, synthesizer
137612_211200, voice
137615_307200, synthesizer
137616_142080, banjo
137618_76800, cello
137646_53760, violin
137654_145920, drums
137664_15360, flute
137681_84480, mallet_percussion
137689_107520, clarinet
137725_0, cymbals
137729_249600, violin
137760_7680, guitar
137787_176640, flute
137820_49920, saxophone
137823_80640, organ
137825_76800, guitar
137839_57600, cymbals
137842_115200, accordion
137844_314880, cymbals
137848_7680, mallet_percussion
137854_238080, piano
137861_299520, bass
137871_76800, flute
137872_695040, organ
137888_249600, flute
137896_7680, guitar
137943_19200, guitar
137962_126720, piano
137964_122880, piano
137987_130560, flute
138054_380160, ukulele
138055_3840, flute
138062_180480, voice
138070_184320, voice
138082_207360, cymbals
138089_349440, flute
138130_38400, saxophone
138139_122880, synthesizer
138154_326400, flute
138178_272640, bass
138179_46080, organ
138180_26880, cello
138182_311040, organ
138186_337920, flute
138199_42240, flute
138206_7680, mallet_percussion
138212_15360, cymbals
138221_92160, bass
138234_230400, mallet_percussion
138335_176640, drums
138337_341760, mallet_percussion
138343_222720, mallet_percussion
138346_318720, mallet_percussion
138364_34560, organ
138385_625920, cymbals
138394_30720, flute
138432_172800, flute
138448_65280, cello
138449_76800, flute
138456_142080, piano
138459_460800, accordion
138463_449280, banjo
138490_518400, clarinet
138510_30720, flute
138529_168960, flute
138532_115200, mallet_percussion
138533_130560, mallet_percussion
138538_165120, mallet_percussion
138558_26880, flute
138566_353280, ukulele
138589_645120, flute
138596_199680, mallet_percussion
138599_115200, mallet_percussion
138600_249600, mallet_percussion
138604_192000, mallet_percussion
138638_491520, trumpet
138656_172800, synthesizer
138662_26880, mallet_percussion
138692_57600, violin
138724_372480, organ
138725_433920, flute
138728_111360, trombone
138745_238080, organ
138770_69120, organ
138785_783360, organ
138809_307200, mallet_percussion
138811_176640, organ
138820_11520, flute
138827_11520, accordion
138830_387840, accordion
138832_57600, organ
138839_126720, banjo
138840_72960, guitar
138846_3678720, trombone
138866_418560, flute
138886_1294080, accordion
138900_111360, saxophone
138932_345600, bass
138952_142080, piano
138978_23040, synthesizer
138979_84480, piano
138998_691200, trumpet
138999_76800, trumpet
139003_23040, flute
139007_38400, flute
139024_180480, banjo
139047_238080, mandolin
139089_268800, organ
139090_280320, flute
139129_253440, flute
139132_257280, flute
139149_199680, synthesizer
139188_69120, piano
139196_42240, piano
139198_99840, piano
139211_0, violin
139233_107520, saxophone
139236_161280, flute
139251_103680, saxophone
139262_203520, mallet_percussion
139263_88320, organ
139354_180480, violin
139367_26880, cymbals
139398_42240, voice
139415_238080, bass
139417_15360, mallet_percussion
139420_19200, guitar
139423_76800, cello
139459_34560, voice
139487_226560, organ
139488_480000, cymbals
139516_3840, piano
139527_322560, voice
139590_414720, accordion
139620_307200, mandolin
139644_88320, ukulele
139650_165120, mallet_percussion
139663_172800, accordion
139679_825600, mallet_percussion
139741_92160, violin
139777_76800, synthesizer
139794_180480, voice
139810_280320, violin
139821_145920, mallet_percussion
139822_130560, violin
139844_184320, bass
139847_99840, piano
139851_138240, clarinet
139853_126720, bass
139854_149760, piano
139861_0, cello
139873_230400, mallet_percussion
139897_7680, bass
139911_126720, cymbals
139913_165120, accordion
139914_345600, cymbals
139921_38400, cello
139937_3840, organ
139940_280320, piano
139941_96000, piano
139943_84480, piano
139944_130560, piano
139979_218880, organ
139989_38400, cello
139995_119040, mallet_percussion
139996_276480, organ
140009_49920, violin
140016_3840, bass
140054_53760, organ
140057_245760, organ
140075_330240, voice
140077_145920, mallet_percussion
140080_679680, organ
140085_184320, ukulele
140089_153600, organ
140100_614400, ukulele
140101_180480, accordion
140102_257280, flute
140104_211200, cello
140107_99840, banjo
140109_195840, saxophone
140110_172800, cello
140115_23040, mallet_percussion
140164_207360, piano
140167_115200, piano
140172_88320, flute
140180_0, mandolin
140191_26880, piano
140209_65280, mallet_percussion
140238_30720, organ
140263_19200, flute
140277_284160, cymbals
140362_883200, cello
140381_1493760, clarinet
140417_188160, bass
140451_268800, synthesizer
140466_53760, flute
140499_7680, organ
140502_145920, flute
140508_7680, voice
140510_322560, organ
140512_257280, cello
140550_99840, bass
140591_3840, guitar
140618_218880, synthesizer
140626_195840, cymbals
140659_103680, voice
140680_11520, flute
140753_299520, flute
140762_526080, mallet_percussion
140764_165120, cymbals
140771_172800, saxophone
140788_506880, violin
140808_249600, bass
140878_326400, guitar
140879_0, guitar
140883_30720, guitar
140887_84480, guitar
140888_3840, mallet_percussion
140903_3840, ukulele
140907_69120, voice
140946_103680, cello
140949_122880, piano
140951_334080, piano
140958_119040, mallet_percussion
140960_299520, mallet_percussion
141027_7680, accordion
141030_80640, violin
141040_130560, mandolin
141052_142080, piano
141075_57600, guitar
141077_299520, synthesizer
141084_192000, saxophone
141086_65280, cello
141092_34560, mallet_percussion
141093_19200, mallet_percussion
141103_46080, ukulele
141115_222720, mallet_percussion
141124_222720, organ
141129_161280, ukulele
141197_23040, violin
141223_153600, flute
141256_49920, bass
141262_848640, mallet_percussion
141286_199680, cymbals
141314_26880, accordion
141316_145920, flute
141359_65280, mallet_percussion
141388_122880, cymbals
141389_134400, cymbals
141396_53760, synthesizer
141408_288000, synthesizer
141444_165120, bass
141451_19200, cymbals
141538_103680, accordion
141539_161280, accordion
141540_115200, accordion
141573_157440, trumpet
141588_291840, clarinet
141616_42240, ukulele
141858_53760, cymbals
141864_7680, violin
141928_3840, ukulele
141960_153600, voice
141972_61440, accordion
141978_0, bass
141996_122880, voice
142049_276480, cello
142064_180480, organ
142065_19200, cymbals
142071_53760, organ
142080_99840, ukulele
142086_3840, mallet_percussion
142097_134400, flute
142108_149760, voice
142124_537600, cymbals
142125_165120, cymbals
142126_42240, cymbals
142133_126720, violin
142154_122880, accordion
142167_119040, saxophone
142174_88320, voice
142180_7680, piano
142181_126720, mallet_percussion
142232_80640, accordion
142250_695040, mallet_percussion
142253_0, bass
142266_176640, violin
142267_11520, flute
142272_145920, violin
142304_142080, accordion
142307_249600, bass
142315_161280, saxophone
142326_84480, trombone
142335_737280, drums
142336_7680, mallet_percussion
142354_284160, mallet_percussion
142364_0, accordion
142377_88320, violin
142395_107520, piano
142400_3840, piano
142403_364800, cello
142408_69120, saxophone
142415_115200, cello
142421_72960, mallet_percussion
142423_34560, banjo
142429_3840, banjo
142452_34560, cello
142476_49920, saxophone
142477_157440, mallet_percussion
142490_1232640, voice
142491_1443840, voice
142504_2887680, piano
142520_1597440, mallet_percussion
142537_195840, violin
142547_88320, voice
142589_291840, violin
142596_80640, cello
142597_69120, violin
142603_3840, accordion
142611_115200, guitar
142641_295680, organ
142659_76800, cello
142671_38400, guitar
142676_322560, cello
142700_387840, cymbals
142711_26880, cello
142719_268800, drums
142722_1071360, ukulele
142754_99840, bass
142757_587520, drums
142771_514560, cello
142772_1290240, flute
142773_230400, organ
142783_157440, cello
142786_1320960, bass
142793_115200, cello
142798_1052160, flute
142802_53760, banjo
142814_161280, flute
142817_556800, trombone
142890_1052160, mandolin
142894_26880, mandolin
142900_88320, mallet_percussion
142903_168960, trombone
142928_257280, violin
142932_38400, violin
142991_76800, cymbals
143022_203520, saxophone
143030_564480, mallet_percussion
143045_69120, mallet_percussion
143055_15360, synthesizer
143058_180480, cymbals
143070_130560, voice
143074_122880, voice
143096_53760, saxophone
143101_211200, saxophone
143105_245760, saxophone
143109_0, bass
143123_349440, voice
143125_53760, cymbals
143127_215040, violin
143129_184320, mallet_percussion
143143_65280, piano
143146_34560, piano
143161_192000, voice
143162_149760, bass
143223_1413120, guitar
143276_2204160, flute
143286_122880, banjo
143289_46080, violin
143306_103680, piano
143309_238080, mallet_percussion
143340_88320, mandolin
143343_384000, mallet_percussion
143346_69120, mallet_percussion
143356_130560, accordion
143357_1082880, piano
143359_26880, piano
143369_53760, ukulele
143372_138240, organ
143384_249600, organ
143415_3840, mallet_percussion
143443_153600, mallet_percussion
143482_157440, accordion
143486_84480, organ
143533_153600, cello
143599_99840, drums
143609_249600, violin
143631_188160, banjo
143632_107520, banjo
143634_288000, flute
143645_291840, drums
143733_57600, accordion
143736_53760, drums
143799_1382400, synthesizer
143802_234240, cello
143805_241920, banjo
